Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 ECOTEC DI Turbo (X15),"B10XFL, D10XFL",999,66,90,09/14 →
1.0 ECOTEC DI Turbo (X15),"B10XFT, D10XFT",999,85,115,09/14 →
1.2 (X15),B12XEL,1229,51,70,09/14 →
1.3 CDTI (X15),B13DTC,1248,55,75,09/14 →
1.3 CDTI (X15),"B13DTE, B13DTR",1248,70,95,09/14 →
1.4 (X15),B14XEL,1398,66,90,09/14 →
1.4 (X15),B14XEJ,1398,55,75,09/14 →
1.4 Turbo (X15),B14NEH,1364,110,150,03/15 →
1.4 Turbo (X15),B14NEJ,1364,74,101,09/14 → 06/19
1.6 OPC (X15),B16LES,1598,152,207,03/15 →
